COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,LONGITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,MARSHALL ISLANDS,TAROA ISLAND,8.7,171.2166667,3/2/1944,AIRDROME,
USA,BISMARK ARCHIPELAGO,RALUM,-4.316666667,152.2333333,6/15/1944,ANTI AIRCRAFT POSITI,
USA,SOLOMON ISLANDS,LAKONA,-14.25,167.4166667,12/5/1943,DEFENSE POSITIONS,
USA,FORMOSA AND RYUKYU ISLANDS,MAKO,25.01666667,122,4/5/1945,TOWN,
USA,BURMA,MAYMYO,22.03333333,96.46666667,6/14/1943,ENGINE SHEDS,
USA,SOLOMON ISLANDS,TABUT SORAKEN,-5.466666667,154.7833333,5/18/1944,UNIDENTIFIED TARGET,
USA,SUMATRA,BRAS ISLAND,5.75,95.08333333,8/4/1944,UNIDENTIFIED TARGET,
USA,BORNEO,LABUAN,5.333333333,115.2,1/16/1945,UNIDENTIFIED TARGET,
USA,CAROLINE ISLANDS,SATAWAN ISLAND,5.333333333,153.7333333,6/18/1944,AIRDROME,
USA,CHINA,ANJEN,26.68333333,113.1,8/27/1944,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,CELEBES ISLANDS,-2,120,10/18/1944,UNIDENTIFIED TARGET,
USA,BURMA,MANHTAM,22.23333333,97.25,2/22/1945,PERSONNEL,
USA,CELEBES ISLANDS,GALELA,1.833333333,127.8,9/11/1944,AIRDROME,
USA,KURILE ISLANDS,MATSUWA,48.08333333,153.2,10/12/1944,UNIDENTIFIED TARGET,
USA,CHINA,LILING,27.68333333,113.5,7/4/1944,UNIDENTIFIED TARGET,
USA,CAROLINE ISLANDS,ETEN ISLAND,7.35,151.8833333,7/29/1944,GROUNDED AIRCRAFT,
USA,BURMA,NAMPOK,25.23333333,96.06666667,8/11/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,CAGAYAN,18.443056,121.810833,10/22/1944,BUILDING,
USA,CELEBES ISLANDS,AMAHAI,-3.35,128.926743,9/10/1944,AIRDROME,
GREAT BRITAIN,LIBYA,TOBRUK,32.04,23.95,6/12/1940,,
USA,BURMA,KUTAKAI,23.45,97.93333333,12/11/1944,STORAGE,
USA,PHILIPPINE ISLANDS,ANAFUNAN,16.7,121.7166667,6/21/1945,AREA,
AUSTRALIA,TIMOR,AMBON AREA,-3.695426,128.181405,8/12/1942,"""WHARF"," BUILDING""",
USA,CELEBES ISLANDS,KENDARI,-4.066666667,122.6666667,12/28/1944,AIRDROME,
USA,FORMOSA AND RYUKYU ISLANDS,TAINAN,23,120.2,4/11/1945,AIRDROME,
USA,CELEBES ISLANDS,LANGOAN,1.15,124.8166667,9/8/1944,UNIDENTIFIED TARGET,
USA,BURMA,SHWEKYINA,24.3,97.23333333,8/10/1944,TOWN,
USA,NEW GUINEA,SARMI,-1.833333333,138.75,6/10/1944,BIVOUAC AREA,
USA,JAPAN,MITO,36.36666667,140.4666667,3/9/1945,URBAN AREA,
USA,PHILIPPINE ISLANDS,CERVANTES,17,120.75,7/29/1945,UNIDENTIFIED TARGET,
USA,ITALY,ATINA,41.62,13.8,12/30/1943,,10
USA,SOLOMON ISLANDS,KARA,-6.7,155.7166667,4/16/1944,AIRFIELD,
USA,CELEBES ISLANDS,POPAN,1.266666667,127.85,10/27/1944,RADIO STATION,
USA,BURMA,MANYWET,25.31666667,96.86666667,11/14/1943,UNIDENTIFIED TARGET,
USA,MARSHALL ISLANDS,WOJTE ISLAND,9.5,170,2/27/1944,RUNWAYS,
USA,PHILIPPINE ISLANDS,BATAAN,13.66666667,121.4166667,7/4/1945,COASTAL AREA,
USA,CHINA,SAMAH,18.41666667,109.4666667,11/23/1944,AIRDROME,
USA,BISMARK ARCHIPELAGO,VUNAPOPE,-4.333333333,152.3333333,3/15/1944,SUPPLY AREA,
USA,CHINA,CANTON,23.18333333,113.2333333,8/20/1943,AIRDROME,
USA,BURMA,BANWE,23.11666667,96.08333333,1/29/1945,ENEMY POSITIONS,
USA,BURMA,KONGHSA,23.35,97.35,1/26/1945,UNIDENTIFIED TARGET,
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,9/28/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,KAIAN,-4.083333333,144.8333333,5/10/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,BANGUED,17.58333333,120.5833333,4/20/1945,TOWN,
USA,BURMA,KYAUKTAW,20.75,93,9/18/1944,UNIDENTIFIED TARGET,
USA,BURMA,SAGAING,21.88333333,95.98333333,5/18/1944,BLDGS,
USA,NEW GUINEA,BABO,-2.583333333,133.4166667,9/12/1944,ANTI AIRCRAFT POSITI,
USA,NEW GUINEA,KORNASOREN,-0.916666667,134.8333333,7/2/1944,AIRDROME,
USA,CELEBES ISLANDS,MANADO,1.5,124.8333333,1/5/1945,SUPPLY AREA,
USA,SOLOMON ISLANDS,KIETA,-6.183333333,155.6666667,12/3/1943,FOUR SUPPLY AREAS,
USA,PHILIPPINE ISLANDS,CASAMBALANGAN,18.41666667,122.1666667,6/8/1945,ENEMY CONCENTRATIONS,
USA,NEW GUINEA,BUT,-3.416666667,143.25,6/22/1944,JAP CONCENTRATION,
USA,NEW GUINEA,ALEXISHAFEN,-5.083333333,145.7833333,8/29/1943,UNIDENTIFIED TARGET,
USA,BURMA,MYITKYINA,25.38333333,97.4,5/29/1944,SUPPLY DUMPS,
GREAT BRITAIN,BURMA,KALEMYO,23.18333333,94.06666667,5/5/1944,,
NEW ZEALAND,BISMARK ARCHIPELAGO,KERAVAT,-4.316666667,152.05,7/30/1945,PERSONNEL AREA,
USA,CHINA,AMDY,24.45,118.0666667,9/24/1944,UNIDENTIFIED TARGET,
USA,JAPAN,YOKOHAMA,35.13177908,136.8445605,4/18/1942,,
USA,BISMARK ARCHIPELAGO,RAPOPO,-4.333333333,152.35,3/9/1944,AIRFIELD,
USA,PHILIPPINE ISLANDS,PANAY ISLAND,11,122.5,4/9/1945,WOODS,
USA,CHINA,SHANGHAI,31.23333333,121.5,7/18/1945,KIANGWAN AIRDROME,
USA,MARIANAS ISLANDS,PAGAN ISLAND,18.13333333,145.7833333,12/11/1944,UNIDENTIFIED TARGET,
USA,ITALY,SPARANISE,41.2,14.12,10/15/1943,,631
USA,NEW GUINEA,NOEMFOOR ISLAND,-1,134.8333333,7/1/1944,ENEMY INSTALLATIONS,
USA,BURMA,NATOGYI,21.43333333,95.66666667,2/25/1945,UNIDENTIFIED TARGET,
GREAT BRITAIN,IRAQ,RASHID,33.28,44.49,5/9/1941,,
USA,BURMA,MYITKYINA,25.38333333,97.4,5/18/1944,TOWN,
USA,BORNEO,LINKAS,3.3,117.6,4/18/1945,OIL TANKS,
USA,JAPAN,SASKIKI,32.3,130.5,8/11/1945,BRIDGE,
USA,CHINA,HENGYANG,26.93333333,112.5833333,11/26/1944,UNIDENTIFIED TARGET,
GREAT BRITAIN,GREECE,VERONA - PARONA RR BRIDGE,45.43,11,4/20/1945,,
USA,PHILIPPINE ISLANDS,LUZON,15,121,8/5/1945,GROUND SUPPORT,
USA,PHILIPPINE ISLANDS,SANTA FE,11.166667,123.783333,3/26/1945,AREA,
USA,PALAU ISLANDS,IGI ISLAND,1.016666667,131.25,11/17/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,PARAKOVIO,-3.283333333,142.7166667,6/15/1944,TROOP CONCENTRATION,
USA,BURMA,SUMPRABUM,26.58333333,97.58333333,3/15/1944,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,RATAVAL,-4.183333333,152.15,4/14/1944,SUPPLY AREA,
USA,BURMA,MYITSON,21.433333,96.466667,3/2/1945,JAP CONCENTRATION,
USA,PHILIPPINE ISLANDS,ZAMBOANGA,6.916666667,122.1666667,11/10/1944,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,VUNAKANAU,-4.316666667,152.1833333,12/24/1943,AIRFIELD,
USA,BORNEO,PAMOESIAN,3.316666667,117.6166667,12/10/1944,TANK FARM,
USA,PHILIPPINE ISLANDS,CABCABEN,14.5,120.5833333,2/12/1945,UNIDENTIFIED TARGET,
NEW ZEALAND,SOLOMON ISLANDS,KIETA,-6.283333333,155.75,11/7/1943,BUILDINGS,
USA,JAPAN,HIROSHIMA,34.4,132.4666667,5/4/1945,URBAN AREA,
USA,ITALY,COSENZA,39.27,16.25,7/4/1943,,810
USA,LIBYA,TOBRUK,32.04,23.95,7/3/1942,,710
USA,BURMA,LASHIO,22.90164,95.678936,12/20/1942,AIRPORT,
USA,BURMA,MAYMYO,22.03333333,96.46666667,4/29/1943,ENGINE SHEDS,
USA,PHILIPPINE ISLANDS,INFANTA,14.75,121.6666667,6/4/1945,TOWN,
USA,PHILIPPINE ISLANDS,16 11 N 120 5,16.18333333,120.95,5/27/1945,UNIDENTIFIED TARGET,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,8/27/1944,BRIDGE,
USA,ITALY,POGGIO MIRTETO,42.25,12.68,2/1/1944,,610
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,1/18/1945,NAVAL INSTALLATIONS,
USA,PHILIPPINE ISLANDS,SAN LUIS,14,121.1666667,4/21/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,LOO,16.83333333,120.9166667,6/28/1945,BUILDINGS,
USA,JAPAN,MUGI,33.66666667,134.4166667,8/9/1945,URBAN AREA,
USA,FRENCH INDO CHINA,TOURANE,16.13333333,108.1833333,8/1/1945,MARSHALLING YARD,
USA,CHINA,HONG KONG,22.2,114.2,4/13/1945,TEXACO OIL REFINERIE,
USA,CELEBES ISLANDS,MENADO,1.493056,124.841261,10/4/1944,BUILDINGS,
USA,BURMA,MYITNGE,21.85,96.06666667,4/21/1943,BRIDGE,
USA,NEW GUINEA,BUT,-3.416666667,143.25,5/28/1944,AIRDROME,
USA,CELEBES ISLANDS,MANADO,1.5,124.8333333,10/28/1944,SAN ROGUE AIRDROME,
USA,BURMA,MOULMEIN,16.491389,97.625556,4/23/1944,RAILWAY STATION,
USA,BURMA,WANLING,21.01666667,98.06666667,11/14/1944,STORES AMMUNITION AR,
USA,BURMA,NEW LASHIO,22.935896,97.749801,2/6/1945,ANTI AIRCRAFT POSITI,
USA,SUMATRA MINING,SUMATRA,-2.25,104.9333333,8/10/1944,MOESI RIVER CHANNEL,
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,4/10/1945,SUSAKI AIRFIELD,
USA,JAPAN,KUMAMOTO,32.8,130.7333333,8/8/1945,URBAN AREA,
USA,CAROLINE ISLANDS,PARAM ISLAND,7.366666667,151.8,5/21/1944,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,BAYOMBONG,16.5,121.1666667,2/9/1945,BRIDGE,
USA,ITALY,ORVIETO,42.72,12.12,4/20/1944,,631
USA,CELEBES ISLANDS,CELEBES ISLANDS,-2,120,11/25/1944,UNIDENTIFIED TARGET,
USA,BISMARK ARCHIPELAGO,CAPE HOSKINS,-5.416666667,150.5833333,4/22/1944,UNIDENTIFIED TARGET,
USA,SUMATRA,ABAU,-0.566666667,102,6/12/1944,BRIDGE,
USA,PHILIPPINE ISLANDS,SILAY,10.8,122.9666667,5/18/1945,UNIDENTIFIED TARGET,
USA,NEW GUINEA,WOM,-3.5,143.5833333,8/13/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,KAIRIRU,-3.333333333,143.5833333,8/23/1944,BARGE,
USA,FRENCH INDO CHINA,LANG SON,21.9,106.8333333,9/8/1944,RAILROAD,
USA,CHINA,SAMSHUI,23.83333333,112.8166667,9/17/1944,UNIDENTIFIED TARGET,
USA,BORNEO,KUDAT,6.916666667,116.8333333,2/27/1945,AIRDROME,
USA,PHILIPPINE ISLANDS,CABCABEN,14.5,120.5833333,2/11/1945,UNIDENTIFIED TARGET,
USA,SUMATRA,MEGIAR PLANTATI,-4.833333333,145.75,4/26/1944,UNIDENTIFIELD TARGET,
USA,CHINA,YOCHOW,29.38333333,113.15,9/7/1943,PILL BOXES TOWER,
USA,NEW GUINEA,MUSHU ISLAND,-3.416666667,143.5833333,7/2/1944,UNIDENTIFIED TARGET,
USA,CHINA,HOI HOW,20.08333333,110.3333333,4/3/1945,TOWN,
USA,NEW GUINEA,DOOM ISLAND,-0.916666667,131.25,10/18/1944,UNIDENTIFIED TARGET,
USA,BURMA,MOKPALIN,17.43333333,96.88333333,2/21/1945,RAILROAD YARDS,
USA,SOLOMON ISLANDS,SOLOMONS,-8,158,9/15/1943,UNIDENTIFIED TARGET,
USA,NEW GUINEA,SALAMAUA,-7.016666667,147.1166667,7/13/1943,BARGES,
USA,BURMA,NAMKWIN,25.08333333,96.58333333,1/22/1944,ROAD BRDG,
USA,NEW GUINEA,WANGAN,-4.016666667,144.55,6/16/1944,VILLAGE,
USA,FORMOSA AND RYUKYU ISLANDS,FORMOSA,24,121,7/16/1945,BRIDGE,
USA,BURMA,NAMUN,21.4,97.6,10/31/1944,MILITARY AREA,
USA,NEW GUINEA,MOEMI RIVER,-1.5,134.0833333,7/13/1944,AIRDROME,
USA,BISMARK ARCHIPELAGO,TAKIS VILLAGE,-4.166666667,151.5333333,2/4/1945,RADAR INSTALLATION,
GREAT BRITAIN,GERMANY,SEA SWEEP,53.883333,7.7,12/24/1939,,
USA,MARIANAS ISLANDS,TINIAN,15.03333333,145.8333333,7/25/1944,JAP POSITIONS,
USA,PHILIPPINE ISLANDS,BACOLOD,10.66666667,122.9166667,12/20/1944,AIRDROME,
USA,CAROLINE ISLANDS,PONAPE ISLAND,7,158.4166667,9/9/1944,AIRFIELD,
USA,PHILIPPINE ISLANDS,SAN ANDRES,13.33333333,122.6666667,4/27/1945,UNIDENTIFIED TARGET,
USA,BURMA,MOHNYIN,24.78333333,96.36666667,10/11/1944,GUN POSITION,
USA,PHILIPPINE ISLANDS,MARIKINA RIVER,14.66666667,121.0833333,7/10/1945,WATERSHED,
USA,PHILIPPINE ISLANDS,16 08 N 120 5,16.13333333,120.8333333,5/2/1945,ARTILLERY POSITIONS,
USA,ITALY,LITTORIA,41.47,12.9,2/27/1944,,780
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,4/1/1944,UNIDENTIFIED TARGET,
USA,CHINA,CANTON,23.18333333,113.2333333,2/11/1944,AREA,
USA,PHILIPPINE ISLANDS,MANKAYAN,16.83333333,120.8333333,6/3/1945,TOWN,
USA,PHILIPPINE ISLANDS,TUNGAL,17.91666667,121.9166667,7/9/1945,AREA,
USA,NEW GUINEA,BUNA AREA - DESTROYERS,-8.660055,148.418701,12/2/1942,ENEMY WARSHIPS,
USA,CHINA,HANKON,30.6,114.3333333,8/15/1944,DOCK,
USA,NEW GUINEA,MANOKWARI,-0.833333333,134.0833333,8/13/1944,AREA,
USA,SOLOMON ISLANDS,NAURU ISLAND,-8.283333333,157.2166667,6/14/1944,ENEMY INSTALLATIONS,
USA,CHINA,SHIHCHIANCHWANG,23.78333333,116.3,3/8/1945,RAILROAD YARDS,
USA,NEW GUINEA,NOEMFOOR ISLAND,-1,134.8333333,6/20/1944,BIVOUAC AREA,
USA,CHINA,LUNGCHOW,22.36666667,106.9333333,12/23/1944,WAREHOUSES,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,6/17/1944,BUILDING,
USA,BURMA,MAN SAM,22.93412,97.42562,3/9/1945,JAP POSITION,
USA,BURMA,LASHIO,22.93333333,97.75,6/16/1943,JAP BARRACKS,
USA,JAPAN,KAWARAGO,33.96666667,135.3666667,7/28/1945,VILLAGE,
USA,MARSHALL ISLANDS,EMIDJ ISLAND,6,169.7333333,5/28/1944,GUN POSITIONS,
USA,MARSHALL ISLANDS,WOJTE ISLAND,9.5,170,2/20/1944,RUNWAYS,
GREAT BRITAIN,SICILY,"""AVOLA", NOTO," AND SAN PAOLA AREAS""",36.9,15.13,7/9/1943,,
USA,BURMA,MAYMYO,22.03333333,96.46666667,4/25/1943,ENGINE SHEDS,
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,5/6/1945,AIRDROME,
USA,BURMA,MAWLU,24.46666667,96.18333333,10/23/1944,UNIDENTIFIED TARGET,
USA,ITALY,COSENZA,39.27,16.25,9/14/1943,,810
USA,CELEBES ISLANDS,NAMLEA,-3.266666667,127.1,1/13/1945,AIRDROME,
USA,MARIANAS ISLANDS,PAGAN ISLAND,18.13333333,145.7833333,9/26/1944,AIRFIELD,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,4/26/1945,JAP POSITIONS,
USA,MARCUS ISLANDS,MARCUS ISLAND,24.2,153.75,11/3/1944,AIRFIELD,
AUSTRALIA,NEW GUINEA,IVO BUKA,-5.466666667,154.6666667,9/1/1942,DESTROYER,
USA,NEW GUINEA,SAIPA,-5.683333333,146.6666667,1/15/1944,ENEMY HQ,
USA,BURMA,PYUNTAZA,17.88333333,96.71666667,3/23/1945,RAILROAD BRIDGE,
USA,PALAU ISLANDS,ARAKABESAN ISLA,7.35,134.45,4/30/1945,ANTI AIR CRAFT POSIT,
USA,CELEBES ISLANDS,MENADO,1.493056,124.841261,10/14/1944,UNIDENTIFIED TARGET,
USA,BORNEO,TIMBAL,3.016666667,116.2,2/6/1945,AIRDROME,
USA,PHILIPPINE ISLANDS,TUGUEGARAO,17.66666667,121.75,3/7/1945,AIRDROME,
USA,PHILIPPINE ISLANDS,KAY BANBAN,14.83333333,121.1166667,4/30/1945,UNIDENTIFIED TARGET,
USA,CELEBES ISLANDS,LAHA,-3.7,128.1333333,11/28/1944,AIRDROME,
USA,BURMA,ANDAMAN ISLAND,12.5,92.75,8/26/1943,UNIDENTIFIED TARGET,
USA,BURMA,RANGDON,16.8,96.15,2/22/1943,UNIDENTIFIELD TARGET,
USA,JAPAN,WAKAYAMA,34.23333333,135.1666667,7/23/1945,URBAN AREA,
USA,CELEBES ISLANDS,CELEBES ISLANDS,-2,120,12/5/1944,KENOARI AIRDROME,
USA,ITALY,NICOSIA,37.75,14.38,7/15/1943,,10
USA,SOLOMON ISLANDS,CHABAI,-7.483333333,154.75,11/24/1943,SUPPLY,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,4/22/1945,JAP POSITIONS,
USA,NEW GUINEA,HANSA BAY,-4.166666667,144.9166667,4/11/1944,JETTIES,
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,11/5/1944,UNIDENTIFIED TARGET,
USA,FRENCH INDO CHINA,PHONOM PENN,11.58333333,104.9333333,2/7/1945,GOH SI CHANG CHANNEL,
USA,JAPAN,KYOTO,35.01666667,135.75,6/25/1945,URBAN AREA,
USA,CHINA,TENGCHUNG,25.01666667,98.48333333,6/20/1944,ROAD,
USA,PHILIPPINE ISLANDS,BOSO BOSO,14.66666667,121.25,5/13/1945,TROOP CONCENTRATION,
USA,CELEBES ISLANDS,KENDARI,-4.066666667,122.6666667,8/1/1945,AIRDROME,
USA,MARSHALL ISLANDS,MILLI ISLAND,6.083333333,171.7333333,3/13/1944,ENEMY INSTALLATION,
USA,FORMOSA AND RYUKYU ISLANDS,MATO,23.18333333,120.2333333,6/22/1945,TOWN,
USA,PHILIPPINE ISLANDS,JOLO ISLAND,5.916666667,121.1666667,4/7/1945,UNIDENTIFIED TARGET,
USA,NEW GUINEA,MUSHU ISLAND,-3.416666667,143.5833333,3/26/1944,BARGES,
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,3/15/1945,SUSAKI SEA PLANE BAS,
AUSTRALIA,TIMOR,DILI,-8.55,125.66667,11/3/1942,BUILDINGS,
USA,PHILIPPINE ISLANDS,FORT STOTSENBUB,15.16666667,120.5,2/17/1945,TROOPS,
USA,BURMA,WAN PA HSA,20.919243,99.955754,12/25/1944,HIGHWAY BRIDGE,
USA,BURMA,KYUNGON,19.03333333,96.36666667,3/27/1945,AMMUNITION,
USA,NEW GUINEA,ANDRAWAD RIVER,-3.316666667,142.8166667,6/19/1944,GASORUMS,
USA,BURMA,KINU,22.75,95.66666667,2/28/1944,RAILROAD,
USA,PHILIPPINE ISLANDS,GRANDE ISLAND,14.75,120.25,1/28/1945,UNIDENTIFIED TARGET,
NEW ZEALAND,BISMARK ARCHIPELAGO,KERAVIA BAY,-4.283333333,152.2,8/27/1944,TRANSPORT YARD,
USA,PHILIPPINE ISLANDS,NEGROS ISLAND,10,123,12/17/1944,STORES,
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,5/13/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,BORIO,-8.733333333,148.4666667,5/16/1944,PLANTATION,
USA,CELEBES ISLANDS,WATAM,1.05,128.7,1/3/1945,UNIDENTIFIED TARGET,
USA,BURMA,KATHA,24.16666667,96.35,12/6/1943,TOWN,
USA,MARSHALL ISLANDS,MILLI ISLAND,6.083333333,171.7333333,8/31/1944,UNIDENTIFIED TARGET,
USA,CHINA,PEIKING,39.93333333,126.4,4/26/1945,HANKOW RAILROAD,
USA,FORMOSA AND RYUKYU ISLANDS,KAGI,23.38333333,120.45,5/11/1945,TACTICAL TARGET,
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,6/2/1945,NORTH MOEN AIRFIELD,
USA,CAROLINE ISLANDS,WOLEAI ISLAND,7.366666667,143.9166667,7/25/1944,ANTI AIRCRAFT BATTER,
USA,PHILIPPINE ISLANDS,NAGUILIAN,16.533889,120.396944,3/14/1945,AREA,
USA,CELEBES ISLANDS,SIDATE,1.2,124.4333333,5/14/1945,AIRDROME,
USA,NEW GUINEA,WAIROPE BRIDGE,-8.933333333,148.05,10/12/1942,BRIDGE,
USA,CELEBES ISLANDS,AMBON,-3.700432,128.17547,10/5/1944,UNIDENTIFIED TARGET,
USA,CHINA,TSING TAO,36.25,120.4166667,8/7/1945,OIL STORAGE,
USA,PHILIPPINE ISLANDS,JONES,16.58333333,121.7,5/30/1945,PERSONNEL,
USA,NEW GUINEA,SAWAR,-1.916666667,138.75,10/25/1944,VILLAGE,
USA,BURMA,MONYWA,22.11666667,95.13333333,4/8/1944,RAIL LINES,
USA,NEW GUINEA,BOGADJIM,-5.416666667,145.75,12/31/1943,AREA,
USA,BISMARK ARCHIPELAGO,TALILI,-4.183333333,152.1166667,4/15/1944,AMMUNITION DUMP,
USA,CHINA,CHINSIEN,23.798889,109.5325,6/13/1945,BRIDGE,
USA,PHILIPPINE ISLANDS,ZETTLEFIELD,6.083333333,121,12/17/1944,AIRDROME,
USA,SOLOMON ISLANDS,TOBOREI,-6.25,155.6833333,5/2/1944,UNIDENTIFIED TARGET,
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,7/7/1943,UNIDENTIFIED TARGET,
USA,BURMA,PANGPAO,23.05,97.3,12/23/1944,STORES AREA,
USA,FORMOSA AND RYUKYU ISLANDS,KIIRUN,25.13333333,121.7333333,5/29/1945,INSTALLATION,
USA,SOLOMON ISLANDS,ARU ISLAND,-9.616666667,160.0333333,8/28/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,BABO,-2.583333333,133.4166667,8/12/1944,ANTI AIRCRAFT POSITI,
USA,NEW GUINEA,MOM,-3.583333333,143.75,8/19/1944,SUPPLY AREA,
USA,CHINA,MENGHU,22.4,101.6833333,10/24/1944,LIASON STATION,
GREAT BRITAIN,LEBANON,BEIRUT,33.89,35.51,6/13/1941,,
USA,PHILIPPINE ISLANDS,TETAY,17.91666667,121.8333333,5/2/1945,TROOPS,
USA,BURMA,MYITSON,21.433333,96.466667,2/4/1945,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,3/8/1945,UNIDENTIFIED TARGET,
USA,CHINA,SAMAH,18.41666667,109.4666667,3/9/1945,AIRDROME,
USA,KURILE ISLANDS,OTOMAE WAN,50.18333333,155.6,7/11/1945,GENERAL FACTORIES,
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,5/13/1943,UNIDENTIFIED TARGET,
USA,ITALY,LEONFORTE,37.63,14.35,7/13/1943,,630
USA,CELEBES ISLANDS,AMBON,-3.700432,128.17547,10/16/1944,TOWN,
USA,FORMOSA AND RYUKYU ISLANDS,TAICHU,24.13333333,120.6666667,6/15/1945,AREA,
USA,PHILIPPINE ISLANDS,SOLVEC,17.41666667,120.4166667,4/8/1945,UNIDENTIFIED TARGET,
USA,PHILIPPINE ISLANDS,MINGLANILLA,10.41666667,123.8333333,3/19/1945,TOWN,
USA,PHILIPPINE ISLANDS,NAN,13.9125,122.1726,10/12/1944,UNIDENTIFIED TARGET,
USA,BURMA,KAMAING,25.53333333,96.71666667,2/12/1944,UNIDENTIFIED TARGET,
USA,CHINA,HAINAN ISLAND,30.6,114.3333333,11/24/1944,UNIDENTIFIELD TARGET,
USA,JAPAN,NAHGOYA,35.13333333,136.9,8/14/1945,TOYODA AUTO WORKS,
USA,CAROLINE ISLANDS,CAROLINE ISLAND,8,147,5/3/1945,UNIDENTIFIED TARGET,
USA,PALAU ISLANDS,NGESEBUS ISLAND,7.033333333,134.25,9/6/1944,AIRDROME,
USA,CHINA,YELLOW RIVER,34.95,113.5,5/11/1945,BRIDGE,
USA,PHILIPPINE ISLANDS,SASA,7.116666667,125.65,3/1/1945,AIRDROME,
USA,CELEBES ISLANDS,ALMAHERA,1,128,9/11/1944,UNIDENTIFIED TARGET,
USA,FORMOSA AND RYUKYU ISLANDS,GIRAN,24.76666667,121.75,4/1/1945,AIRDROME,
USA,BORNEO,TARAKAN ISLAND,3.416666667,117.5833333,4/5/1945,UNIDENTIFIED TARGET,
USA,TIMOR,DILI,-8.55,125.66667,6/29/1942,TOWN,
USA,PHILIPPINE ISLANDS,CAVITE,14.5,120.9166667,12/11/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,ALEXISHAFEN,-5.083333333,145.7833333,2/8/1944,SUPPLY INSTALLATIONS,
USA,NEW GUINEA,ALEXISHAFEN,-5.083333333,145.7833333,12/30/1943,UNIDENTIFIED TARGET,
USA,CHINA,YANGTZE RIVER,31.786667,121.141389,10/3/1943,SHIPPING,
USA,CHINA,HONG KONG,22.2,114.2,4/3/1945,SHIIPING,
USA,SOLOMON ISLANDS,RATSUA,-5.55,154.8166667,5/17/1944,SUPPLY AREA,
USA,JAPAN,KAGOSHIMA,31.56666667,130.5666667,8/6/1945,RAILROAD YARDS,
USA,ITALY,TROINA,37.78,14.6,7/28/1943,,652
USA,BORNEO,SANDAKAN,5.833333333,118.0833333,2/21/1945,AIRDROME,
USA,BORNEO,MANGGAR,-1.183333333,117,2/8/1945,RUNWAY,
USA,CHINA,LIUCHOW,24.3,109.2666667,11/13/1944,UNIDENTIFIED TARGET,
USA,NEW GUINEA,RANSIKI,-1.583333333,134.1666667,5/28/1944,UNIDENTIFIED TARGET,
USA,JAPAN,TACHIKAWA,35.7,139.4,4/28/1945,URBAN AREA,
USA,BURMA,MAYMYO,22.03333333,96.46666667,4/1/1943,ENGINE SHEDS,
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,5/2/1945,UNIDENTIFIED TARGET,
USA,NEW GUINEA,NABIRE,-3.333333333,135.5,9/11/1944,UNIDENTIFIED TARGET,
USA,JAPAN,NAGOYA,35.13333333,136.9,5/22/1945,URBAN AREA,
USA,PHILIPPINE ISLANDS,18 03 N 120 3,18.05,120.6166667,6/12/1945,CONCENTRATIONS,
USA,JAPAN,WATSUME,33.66666667,135.7333333,6/14/1945,VILLAGE,
USA,JAPAN,KAIMON DAKE,31.16666667,130.5666667,4/25/1945,KAIMON DAKE AIRFIELD,
