COUNTRY_FLYING_MISSION,TGT_COUNTRY,TGT_LOCATION,LATITUDE,MSNDATE,TGT_TYPE,TGT_INDUSTRY
USA,CAROLINE ISLANDS,SATAWAN ISLAND,5.333333333,153.7333333,5/29/1944,153.7333333,394 BS
USA,CHINA,SHANGHAI,31.23333333,121.5,7/23/1945,121.5,98 BS
USA,CAROLINE ISLANDS,WOLEAI ISLAND,7.366666667,143.9166667,5/15/1944,143.9166667,868 BS
USA,BORNEO,TARAKAN ISLAND,3.416666667,117.5833333,4/28/1945,117.5833333,67 FS
USA,PHILIPPINE ISLANDS,GUBANO,16.83333333,120.7666667,6/6/1945,120.7666667,3 FS
USA,NEW GUINEA,KAMIRI,-0.95,134.8,7/1/1944,134.8,389 S
USA,NEW GUINEA,YARABOS,-3.533333333,143.55,7/29/1944,143.55,110 FS
USA,BURMA,LOILEM,20.91666667,97.56666667,2/14/1945,97.56666667,490 BS
USA,PHILIPPINE ISLANDS,TUMAUINI,17.25,121.8333333,4/29/1945,121.8333333,9 FS
USA,BISMARK ARCHIPELAGO,AISEGA,-9,140.5,2/25/1943,140.5,90 BS
USA,JAPAN,NAGOYA,35.13333333,136.9,3/11/1945,136.9,498 BG
USA,CHINA,HSINCHING,30.43333333,103.85,4/15/1945,103.85,73 FS
USA,CAROLINE ISLANDS,PONAPE ISLAND,7,158.4166667,6/20/1944,158.4166667,396 BS
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,7/23/1945,142.2166667,46 FS
USA,MARSHALL ISLANDS,WOTJE ISLAND,9.5,170,2/6/1944,170,431 BS
USA,BISMARK ARCHIPELAGO,GASMATA,-6.333333333,150.3333333,12/2/1943,150.3333333,403 BS
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,12/29/1944,141.3166667,26 BS
USA,JAPAN,HAMAMATSU,34.7,137.7333333,3/3/1945,137.7333333,497 BG
USA,BURMA,LASHIO,22.93333333,97.75,11/23/1944,97.75,434 BS
USA,BURMA,LASHIE,22.979477,97.75255,11/30/1944,97.75255,22 BS
USA,NEW GUINEA,MOM,-3.583333333,143.75,5/30/1944,143.75,319 BS
USA,NEW GUINEA,BOBDUBI,-7.083333333,147,8/14/1943,147,65 BS
USA,CHINA,CHENG TAI,38.88333333,113.15,7/3/1945,113.15,760 FS
USA,CHINA,LEIYANG,26.43333333,112.8333333,8/6/1944,112.8333333,75 FS
USA,NEW GUINEA,BUNA AIRFIELD,-8.682686,148.423689,9/12/1942,148.423689,19 BG
USA,FORMOSA AND RYUKYU ISLANDS,TANSUI,25.21666667,121.4666667,4/26/1945,121.4666667,33 BS
USA,BURMA,MOHNYIN,24.78333333,96.36666667,7/6/1944,96.36666667,490 BS
USA,SOLOMON ISLANDS,PELAU ISLAND,-5.216666667,159.45,6/21/1944,159.45,63 BS
USA,NEW GUINEA,HUMBOLDT BAY,-2.583333333,140.75,4/16/1944,140.75,389 S
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,6/18/1945,116.8333333,528 BS
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,4/16/1944,152.2,64 BS
USA,JAPAN,IWO JIMA,30.8,130.3,4/11/1945,130.3,548 FS
USA,INDIA,LANGAR ISLAND,3.55,72.75,4/25/1944,72.75,396 BS
USA,CELEBES ISLANDS,AMAHAI,-3.35,128.926743,9/22/1944,128.926743,72 BS
USA,CHINA,ISHAN,24.55,108.5666667,11/17/1944,108.5666667,26 FS
USA,SOLOMON ISLANDS,SARIME PLANTATI,-5.816666667,154.7333333,12/1/1943,154.7333333,69 BS
USA,NEW GUINEA,NAMBARIWA,-5.966666667,147.4333333,12/24/1943,147.4333333,89 S
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,9/3/1943,148.4166667,529 BS
USA,BURMA,MOGAUNG,25.3,96.93333333,3/25/1944,96.93333333,9 BS
USA,CAROLINE ISLANDS,UTAGAL,7.366666667,143.8333333,8/3/1944,143.8333333,868 BS
USA,FORMOSA AND RYUKYU ISLANDS,GITSUBI,24.31666667,120.6833333,7/7/1945,120.6833333,71 BS
USA,CELEBES ISLANDS,GADE RIVER,0.916666667,128.3333333,12/9/1944,128.3333333,82 FS
AUSTRALIA,NEW GUINEA,BUNA AIRFIELD,-8.682686,148.423689,8/28/1942,148.423689,BOWEN
USA,NEW GUINEA,SAGAN,-2.65,132.9166667,10/31/1944,132.9166667,672 S
USA,BURMA,LASHIO,22.93333333,97.75,5/31/1944,97.75,374 BS
USA,CHINA,HSINSIASSUCHI,26,117,4/11/1945,117,528 FS
USA,NEW GUINEA,MUSHU ISLAND,-3.416666667,143.5833333,10/22/1943,143.5833333,822 BS
GREAT BRITAIN,GREECE,"""SALARIA"," NW TEPELENE""",41.15,20.17,2/11/1941,20.17,211 SQDN
USA,JAPAN,TOKUSHIMA,34.06666667,134.5666667,6/14/1945,134.5666667,314 BW
USA,BURMA,LONTON,25.1,96.3,11/10/1943,96.3,530 FS
USA,CELEBES ISLANDS,BOEROE ISLAND,-3.25,127.104408,5/11/1944,127.104408,531 BS
USA,PHILIPPINE ISLANDS,CAGAYAN RIVER,18.33333333,121.5833333,6/8/1945,121.5833333,4 FS
USA,ITALY,CASSINO,41.48,13.82,11/28/1943,13.82,86 FBG
USA,CELEBES ISLANDS,LAHA,-3.7,128.1333333,10/2/1944,128.1333333,33 BS
USA,MARSHALL ISLANDS,TAROA ISLAND,8.7,171.2166667,1/25/1944,171.2166667,396 BS
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,7/15/1943,155.7833333,72 BS
USA,BURMA,HLEBWE,23.8,95.25,11/21/1944,95.25,88 FS
USA,PHILIPPINE ISLANDS,SANTA FE,11.166667,123.783333,3/29/1945,123.783333,411 FS
USA,NEW GUINEA,HOLLANDIA,-2.5,140.75,4/5/1944,140.75,400 BS
USA,PHILIPPINE ISLANDS,BANTAYAN,11.25,123.75,7/28/1945,123.75,42 BG
USA,JAVA,JAVA SEA,-5,109,4/24/1945,109,868 BS
USA,BISMARK ARCHIPELAGO,LAE,-6.75,147,12/22/1943,147,89 BS
GREAT BRITAIN,LIBYA,SOLLUM - TOBRUK - MEKILI AREA,31.5,25.12,4/14/1941,25.12,45/44 SQDN
USA,BISMARK ARCHIPELAGO,RABAUL,-4.229885,152.185671,10/23/1942,152.185671,43 BG
USA,NEW GUINEA,KAIRIRU,-3.333333333,143.5833333,11/29/1944,143.5833333,360 G
USA,PHILIPPINE ISLANDS,LAKE TAAL,13.91666667,121,4/27/1945,121,89 S
USA,SOLOMON ISLANDS,KISA,-9.133333333,159.25,1/10/1944,159.25,2 BS
USA,ITALY,VITERBO,42.42,12.12,4/15/1944,12.12,27 FBG
USA,NEW GUINEA,UTAROM,-3.6166666,133.666666,7/27/1944,133.666666,498 BS
USA,BURMA,MYITKYINA,25.38333333,97.4,7/29/1944,97.4,81 BS
USA,JAPAN,KIKAI  SHIDA,28.3,129.9666667,7/12/1945,129.9666667,865 BS
USA,PALAU ISLANDS,ARAKABESAN ISLA,7.35,134.45,1/30/1945,134.45,864 BS
USA,PHILIPPINE ISLANDS,FORT STOTSENBUR,15.16666667,120.5,3/5/1945,120.5,460 FS
USA,FORMOSA AND RYUKYU ISLANDS,SHINCHIKU,24.8,120.9666667,7/8/1945,120.9666667,528 BS
USA,NEW GUINEA,DAGUA,-3.416666667,143.3333333,6/16/1944,143.3333333,388 BS
USA,PHILIPPINE ISLANDS,CARABAO ISLAND,12.08333333,121.9166667,4/11/1945,121.9166667,341 FS
USA,BORNEO,LABUAN,5.333333333,115.2,12/2/1944,115.2,868 BS
USA,NEW GUINEA,BIAK,-1,136,5/26/1944,136,23 BS
USA,KOREA OR CHOSEN,FUSAN,35.1,129.0333333,8/6/1945,129.0333333,500 BS
USA,PHILIPPINE ISLANDS,BATAAN,13.66666667,121.4166667,3/31/1945,121.4166667,69 FS
USA,JAPAN,TOKUSHIMA,34.06666667,134.5666667,6/6/1945,134.5666667,58 BW
USA,BURMA,KALEMYO,23.18333333,94.06666667,5/28/1944,94.06666667,493 BS
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,6/13/1944,151.8333333,26 BS
USA,BURMA,AYADAW,23.16666667,97.15,2/24/1945,97.15,6 FS
USA,PHILIPPINE ISLANDS,TUGUEGARAO,17.66666667,121.75,5/3/1945,121.75,59 FS
USA,JAPAN,TOYAMA,36.7,137.2166667,8/1/1945,137.2166667,313 BW
USA,CHINA,SOUTH CHINA SEA,15,115,11/16/1943,115,11 BS
USA,JAPAN,SHINGU CITY,33.73333333,136,1/18/1945,136,497 BG
USA,NEW GUINEA,BUT,-3.416666667,143.25,7/2/1944,143.25,387 S
USA,BORNEO,JESSELTON,5.983333333,116.0666667,12/15/1944,116.0666667,307 BG
USA,BURMA,RANGOON,16.8,96.15,11/27/1943,96.15,375 BS
USA,JAPAN,HAMAMATSU,34.7,137.7333333,5/18/1945,137.7333333,73 BW
USA,BURMA,MAYMYO,22.03333333,96.46666667,9/25/1943,96.46666667,490 BS
USA,CELEBES ISLANDS,CERAM ISLAND,-3.25,129.5,9/23/1944,129.5,528 BS
USA,MARSHALL ISLANDS,MILLI ISLAND,6.083333333,171.7333333,3/8/1944,171.7333333,45 FS
GREAT BRITAIN,BURMA,MONYWA R/CRAFT,22.116667,95.133333,5/5/1942,95.133333,NO. 225 GROUP
USA,BORNEO,BALIK PAPAN,-1.25,116.8333333,8/13/1943,116.8333333,531 BS
USA,CHINA,HANKON,30.6,114.3333333,8/17/1944,114.3333333,118 FS
USA,CELEBES ISLANDS,HALMAHERA,1,128,7/30/1944,128,500 BS
USA,PHILIPPINE ISLANDS,CORREGIDOR,14.41666667,120.5833333,2/6/1945,120.5833333,864 BS
USA,NEW GUINEA,KAIRIRU,-3.333333333,143.5833333,7/15/1944,143.5833333,69 FS
USA,BURMA,MOGAUNG,25.3,96.93333333,11/9/1943,96.93333333,530 FS
USA,BURMA,WANLING,21.01666667,98.06666667,1/10/1945,98.06666667,25 FS
NEW ZEALAND,NEW IRELAND,KAVIENG SWEEP,-2.583333333,150.8333333,5/24/1945,150.8333333,NO. 25 SQUADRON RNZAF
USA,BISMARK ARCHIPELAGO,BAUDISSIN,-2.7,150.65,3/7/1943,150.65,90 BS
USA,CHINA,KOWLOON,22.31666667,114.1833333,4/2/1945,114.1833333,373 BS
USA,BURMA,DIANGBON,20.13333333,93.43333333,1/22/1945,93.43333333,434 BS
USA,BURMA,PYAYE,19.23333333,95.1,5/19/1943,95.1,9 BS
USA,CELEBES ISLANDS,LIMBOENG,-5.3,119.4166667,12/30/1944,119.4166667,531 BS
GREAT BRITAIN,INDIA,IMPHAL  - TIDDIM,24.82,93.95,5/5/1944,93.95,99/215
USA,NEW GUINEA,SAWAR,-1.916666667,138.75,5/15/1944,138.75,2 BS
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,6/3/1945,121.1666667,36 FS
USA,CELEBES ISLANDS,AMOERANG,1.183333333,124.5666667,7/30/1945,124.5666667,307 BG
USA,NEW GUINEA,WAIGEO ISLAND,-0.166666667,130.5833333,7/6/1944,130.5833333,499 BS
USA,JAPAN,HAMAMATSU,34.7,137.7333333,2/27/1945,137.7333333,888
USA,CHINA,PUKOW,32.16666667,118.7333333,5/18/1945,118.7333333,63 BS
USA,NEW GUINEA,WASKURIN,-3.833333333,144.0833333,5/21/1945,144.0833333,360 FG
USA,PHILIPPINE ISLANDS,CAGAYAN,18.443056,121.810833,5/2/1945,121.810833,69 FS
USA,CELEBES ISLANDS,LANGOAN,1.15,124.8166667,9/17/1944,124.8166667,19 BS
USA,FRENCH INDO CHINA,HANOI,21.2,105.8666667,7/12/1945,105.8666667,449 FS
GREAT BRITAIN,GREECE,COMISO,36.93,14.6,6/22/1943,14.6,462ND SQDN
USA,BURMA,MANYWET,25.31666667,96.86666667,11/25/1943,96.86666667,529 S
USA,CELEBES ISLANDS,LAHA,-3.7,128.1333333,11/27/1944,128.1333333,42 BG
USA,CELEBES ISLANDS,LIANG,-3.516666667,128.3,8/31/1944,128.3,528 BS
USA,CHINA,ANJEN,26.68333333,113.1,8/23/1944,113.1,11 BS
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,6/1/1945,120.2833333,408 BS
USA,ALEUTIAN ISLANDS,KISKA ISLAND,52,177.5,7/26/1945,177.5,404 BS
USA,PHILIPPINE ISLANDS,TEBBO,16.25,120.75,4/17/1945,120.75,40 FS
USA,CHINA,SINCHENG,39.21666667,116.1666667,12/7/1944,116.1666667,530 FS
USA,PHILIPPINE ISLANDS,CAUAYAN,16.91666667,121.75,3/9/1945,121.75,387 S
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,7/14/1944,143.6666667,69 FS
USA,BURMA,PYINMANA,19.73333333,96.15,11/24/1944,96.15,434 BS
NEW ZEALAND,NEW IRELAND,KAVIENG SWEEP,-2.583333333,150.8333333,2/15/1945,150.8333333,NO. 22 SQUADRON RNZAF
USA,NEW GUINEA,TADJMI,-3.166666667,142.4166667,4/21/1944,142.4166667,8 S
USA,CELEBES ISLANDS,AMAHAI,-3.35,128.926743,1/19/1945,128.926743,42 BG
USA,PHILIPPINE ISLANDS,MT MATABA,12.5,123.25,4/9/1945,123.25,342 FS
USA,CELEBES ISLANDS,KAOE,1.183333333,127.9166667,12/10/1944,127.9166667,82 FS
USA,CELEBES ISLANDS,WASILE BAY,1.2,128.4666667,8/13/1944,128.4666667,501 BS
USA,PHILIPPINE ISLANDS,OSBOY,14.83333333,121.0833333,4/25/1945,121.0833333,340 FS
USA,NEW GUINEA,ALEXISHAFEN,-5.083333333,145.7833333,2/2/1944,145.7833333,320 BS
USA,PHILIPPINE ISLANDS,PUERTA PRINCESA,9.75,118.75,2/1/1945,118.75,498 BS
USA,PHILIPPINE ISLANDS,REINA MERCEDES,16.98333333,121.8166667,4/12/1945,121.8166667,71 BS
USA,CHINA,ISHAN,24.55,108.6333333,11/22/1944,108.6333333,76 FS
USA,ITALY,FORMIA,41.25,13.62,4/23/1944,13.62,27 FBG
USA,BURMA,MONYWA,22.11666667,95.13333333,8/16/1944,95.13333333,434 BS
USA,PHILIPPINE ISLANDS,SAN ROQUE,14.48333333,120.9166667,12/13/1944,120.9166667,71 BS
USA,NEW GUINEA,BIAK,-1,136,5/9/1944,136,370 BS
USA,PHILIPPINE ISLANDS,BATAAN,13.66666667,121.4166667,1/24/1945,121.4166667,500 BS
USA,BURMA,HKUNPONG,22.81666667,97.21666667,11/30/1944,97.21666667,88 FS
USA,FRENCH INDO CHINA,HAMTAO,17.86666667,101.2,1/5/1945,101.2,25 FS
USA,BURMA,WAN PA HSA,20.919243,99.955754,1/5/1945,99.955754,22 BS
USA,MARSHALL ISLANDS,MILLI ISLAND,9.083333333,171.7333333,11/14/1943,171.7333333,26 BS
USA,ITALY,PRIVERNO,42,13,1/22/1944,13,27 FBG/86 FBG
USA,NEW GUINEA,KAIRIRU,-3.333333333,143.5833333,7/5/1944,143.5833333,311 FS
USA,JAPAN,KANOYA,31.36666667,130.8333333,8/9/1945,130.8333333,440 S
USA,PHILIPPINE ISLANDS,16 47 N 121 0,16.78333333,121.15,6/11/1945,121.15,340 FS
USA,PHILIPPINE ISLANDS,LAL LO,18.16666667,121.6666667,4/27/1945,121.6666667,71 BS
USA,NEW GUINEA,CAPE BARABAR,-3.416666667,143.6666667,3/31/1944,143.6666667,13 S
USA,CHINA,TENGYUN,23.18333333,110.9166667,10/2/1944,110.9166667,16 FS
USA,BISMARK ARCHIPELAGO,RAPOPO,-4.333333333,152.35,8/11/1944,152.35,64 BS
USA,CHINA,HAINAN ISLAND,19,110,4/6/1944,110,373 B
USA,CHINA,SHANGHAI,31.23333333,121.5,8/9/1945,121.5,431 BS
USA,PHILIPPINE ISLANDS,CERVANTES,17,120.75,4/24/1945,120.75,8 FS
USA,JAPAN MINING,MASAN,35.2,128.5666667,7/13/1945,128.5666667,6 BG
USA,FRENCH INDO CHINA,WAIGON,10.81666667,106.6833333,4/26/1945,106.6833333,320 BS
USA,PALAU ISLANDS,YAP ISLAND,9.533333333,138.1333333,6/16/1944,138.1333333,403 BS
USA,NEW GUINEA,SAWAR,-1.916666667,138.75,10/25/1944,138.75,389 S
USA,CHINA,ANYI,28.83333333,115.65,5/27/1944,115.65,76 FS
USA,PHILIPPINE ISLANDS,BULAN,12.66666667,123.9166667,2/6/1945,123.9166667,867 BS
USA,JAPAN,OSAKA,34.68333333,135.5333333,1/18/1945,135.5333333,888
USA,SOLOMON ISLANDS,KIETA,-6.283333333,155.75,10/30/1943,155.75,70 BS
USA,NEW GUINEA,WEWAK,-3.583333333,143.6666667,1/25/1945,143.6666667,360 BG
USA,NEW GUINEA,CROWN PRINCE HA,-4.5,145.4166667,5/13/1944,145.4166667,340 FS
USA,BURMA,HOSI,23.66666667,97.83333333,1/23/1945,97.83333333,88 FS
USA,NEW GUINEA,FINSCHAVEN AREA BUILDINGS,-6.620789,147.853767,12/26/1942,147.853767,90 BG
USA,FORMOSA AND RYUKYU ISLANDS,BYORITSU,24.55,120.8166667,5/17/1945,120.8166667,822 BS
USA,WAKE ISLAND,WAKE ISLAND,19.28333333,166.5833333,12/24/1942,166.5833333,372 BS
USA,FRENCH INDO CHINA,HOCHIH,24.71666667,107.8,12/9/1944,107.8,76 FS
USA,PHILIPPINE ISLANDS,APARRI,18.33333333,121.6666667,1/19/1945,121.6666667,672 S
USA,CHINA,TENGCHUNG,25.01666667,98.48333333,8/7/1944,98.48333333,25 FS
USA,NEW GUINEA,BABO,-2.583333333,133.4166667,9/13/1944,133.4166667,386 S
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,5/26/1945,120.2833333,2 BS
USA,SUMATRA,BALAM,-1.3,102.4666667,5/7/1944,102.4666667,386 S
USA,BISMARK ARCHIPELAGO,CAPE GLOUCESTER,-5.416666667,148.4166667,7/13/1943,148.4166667,321 BS
USA,FORMOSA AND RYUKYU ISLANDS,HOSAN [HOZAN],22.633201,120.349966,6/3/1945,120.349966,529 BS
USA,BURMA,MAWLU,24.46666667,96.18333333,5/6/1944,96.18333333,10 FC
USA,PHILIPPINE ISLANDS,BAGUIO,16.41666667,120.5833333,3/15/1945,120.5833333,531 BS
USA,MARSHALL ISLANDS,ENIJBOR ISLAND,6.083333333,169.8333333,5/28/1944,169.8333333,396 BS
USA,NEW GUINEA,KDMIATUM,-7.166666667,147,7/22/1943,147,498 BS
USA,PHILIPPINE ISLANDS,11 15 N 121 4,11.25,121.7,10/26/1944,121.7,424 BS
USA,NEW GUINEA,HUMBOLDT BAY,-2.583333333,140.75,4/5/1944,140.75,405 BS
USA,PHILIPPINE ISLANDS,BALETE PASS,16.08333333,120.9166667,3/7/1945,120.9166667,2 BS
USA,SUMATRA,TEPA,6.883333333,100.95,9/29/1944,100.95,530 BS
USA,NEW GUINEA,DDBO,-5.75,134.2833333,3/16/1943,134.2833333,319 BS
USA,NEW GUINEA,WOM,-3.5,143.5833333,8/14/1944,143.5833333,69 FS
USA,PHILIPPINE ISLANDS,LEGASPI,13.16666667,123.75,3/27/1945,123.75,319 BS
USA,MALAY STATES MINING,SINGAPORE,1.266666667,103.8166667,2/27/1945,103.8166667,444 BG
USA,SOLOMON ISLANDS,TSIROGE,-5.5,154.7333333,6/8/1944,154.7333333,68 FS
USA,NEW GUINEA,LAE - FINSCHAVEN,-6.716666667,147,11/25/1942,147,43 BG
USA,NEW GUINEA,BOSNEK,-1.166666667,136.25,5/19/1944,136.25,23 BS
USA,FORMOSA AND RYUKYU ISLANDS,AMAMI,28.3,129.4,7/21/1945,129.4,507  FG
USA,VOLCANO AND BONIN ISLANDS,OKIMURA,26.63333333,142.15,11/23/1944,142.15,431 BS
USA,SOLOMON ISLANDS,SORAKEN,-5.6,154.75,5/10/1944,154.75,419 FS
USA,BURMA,KYAIKTHIN,23.51666667,95.68333333,7/24/1943,95.68333333,22 BS
USA,CELEBES ISLANDS,BOELA,-3.166666667,130.4666667,4/1/1944,130.4666667,531 BS
USA,CAROLINE ISLANDS,DUBLON ISLAND,7.383333333,151.8833333,6/2/1944,151.8833333,424 BS
USA,NEW GUINEA,AWAR,-4.166666667,144.8333333,5/30/1944,144.8333333,310 FS
USA,FORMOSA AND RYUKYU ISLANDS,SOTON,23.98333333,120.6833333,6/17/1945,120.6833333,9 FS
USA,SOLOMON ISLANDS,KAHILI,-6.8,155.7833333,6/12/1944,155.7833333,13 C
USA,NEW GUINEA,SAWAR,-1.916666667,138.75,8/28/1944,138.75,386 S
USA,PHILIPPINE ISLANDS,IPO,14.83333333,121.1666667,4/2/1945,121.1666667,460 FS
USA,CHINA,ASA,25,117,6/5/1945,117,319 BS
USA,SOLOMON ISLANDS,MALAI,-7.116666667,155.85,12/1/1943,155.85,75 BS
USA,JAPAN,UBE,33.95,133.2333333,7/15/1945,133.2333333,315 BW
USA,NEW GUINEA,AMBARAURI,-3.583333333,143.6666667,6/3/1945,143.6666667,360 G
USA,BURMA,MYITNGE BRIDGE,21.876687,95.996137,2/4/1943,95.996137,IATF (492 BS)
USA,BISMARK ARCHIPELAGO,BORGEN BAY,-5.483333333,148.5333333,6/10/1943,148.5333333,499 BS
USA,JAPAN,NITTAGARA,32.08333333,131.4333333,4/25/1945,131.4333333,313 BW
USA,CHINA,LIUCHOW,24.3,109.2666667,6/25/1945,109.2666667,76 FS
USA,NEW GUINEA,FRIEDRICH KARL,-5.166666667,145.8166667,1/14/1944,145.8166667,500 BS
USA,NEW GUINEA,TIMBUNKE,-4.166666667,143.5,5/22/1944,143.5,89 S
USA,CHINA,HENGYANG,26.93333333,112.5833333,7/9/1944,112.5833333,11 BS
USA,BURMA,HSENWI,23.3,97.96666667,8/17/1944,97.96666667,528 FS
USA,BURMA,NALONG,24.7333333,97.4666667,5/6/1944,97.4666667,10 FC
USA,BISMARK ARCHIPELAGO,LORENGAU,-2.016666667,147.2666667,2/5/1944,147.2666667,320 BS
GREAT BRITAIN,IRAQ,WASHASH,33.3,44.37,5/6/1941,44.37,70 SQDN DET1
USA,VOLCANO AND BONIN ISLANDS,CHICHI JIMA,27.06666667,142.2166667,4/24/1945,142.2166667,47 FS
USA,PHILIPPINE ISLANDS,LUZON,15,121,7/26/1945,121,68 FS
USA,CELEBES ISLANDS,NAMLEA,-3.266666667,127.1,9/11/1944,127.1,44 FS
USA,BURMA,KAMAING,25.53333333,96.71666667,12/20/1943,96.71666667,88 FS
USA,PALAU ISLANDS,KOROR ISLAND,7.333333333,134.5,1/9/1943,134.5,89 S
USA,PHILIPPINE ISLANDS,14 52 N 121 0,14.86666667,121.15,5/2/1945,121.15,2 BS
USA,BORNEO,BROOKETON,4.916666667,115.25,5/10/1945,115.25,70 FS
USA,FORMOSA AND RYUKYU ISLANDS,TAINAN,23,120.2,4/24/1945,120.2,320 BS
USA,BISMARK ARCHIPELAGO,RAOULT,-5.466666667,148.95,8/7/1944,148.95,823 BS
USA,VOLCANO AND BONIN ISLANDS,IWO JIMA,24.78333333,141.3166667,1/28/1945,141.3166667,26 BS
USA,NEW GUINEA,VOCO POINT,-6.733333333,147.0166667,8/2/1943,147.0166667,320 BS
USA,FORMOSA AND RYUKYU ISLANDS,AMAMI,28.3,129.4,7/5/1945,129.4,866 BS
USA,PHILIPPINE ISLANDS,MT MACALINO,18.41666667,121.25,4/5/1945,121.25,35 FS
USA,PHILIPPINE ISLANDS,CAMALIG,13.16666667,123.6666667,4/22/1945,123.6666667,674 S
USA,BORNEO,JESSELTON,5.983333333,116.0666667,4/9/1945,116.0666667,507 BG
USA,CHINA,KAIFENG,34.8,114.35,8/1/1945,114.35,490 BS
USA,PALAU ISLANDS,YAP ISLAND,9.533333333,138.1333333,8/4/1944,138.1333333,372 BS
USA,CHINA,LO HOCHAI,33.53333333,114.05,6/17/1945,114.05,490 BS
USA,PHILIPPINE ISLANDS,COTABATO,7.166666667,124.25,3/7/1945,124.25,394 BS
USA,INDONESIA,MAKASSAR,-5.133333,119.416667,2/24/1942,119.416667,19 BG
USA,CELEBES ISLANDS,GALELA,1.833333333,127.8,9/13/1944,127.8,19 BS
USA,NEW GUINEA,GALI,-5.833333333,146.75,1/9/1944,146.75,500 BS
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,6/4/1944,151.8333333,26 BS
USA,PHILIPPINE ISLANDS,BAGAC,14.58333333,120.4166667,2/16/1945,120.4166667,342 FS
USA,JAPAN,NAMATA UJIMA [NAMAKUSA JIMA],38.379772,141.370582,6/25/1945,141.370582,58 BW
USA,NEW GUINEA,HOLLANDIA,-2.5,140.75,4/8/1944,140.75,17 BS
USA,NEW GUINEA,MOM,-3.583333333,143.75,3/25/1945,143.75,360 BG
USA,CAROLINE ISLANDS,TRUK ISLAND,7.5,151.8333333,5/29/1944,151.8333333,868 BS
USA,PHILIPPINE ISLANDS,SASA,7.116666667,125.65,11/16/1944,125.65,319 BS
USA,NEW GUINEA,DAGUA,-3.416666667,143.3333333,5/16/1944,143.3333333,389 S
USA,NEW GUINEA,ERIMA,-5.416666667,145.75,1/16/1944,145.75,2 BS
USA,CELEBES ISLANDS,BELANG BAY,0.95,125.8,11/5/1944,125.8,68 FS
USA,CHINA,HAIBAN ISLAND,19,110,3/7/1944,110,491 BS
USA,SOLOMON ISLANDS,VILA,-8.133333333,157.15,8/25/1943,157.15,70 BS
USA,BURMA,MYITKYINA,25.38333333,97.4,2/2/1944,97.4,529 BS
USA,BORNEO,SANDAKAN,5.833333333,118.0833333,3/2/1945,118.0833333,31 BS
USA,SOLOMON ISLANDS,BOUGAINVILLE,-6.2,155.25,12/20/1943,155.25,5 BS
USA,CHINA,LINGLING,26.25,111.5333333,6/27/1945,111.5333333,118 FS
USA,JAPAN,TOKYO,35.66666667,139.7,5/18/1945,139.7,314 BW
USA,BURMA,BHAMO,24.25,97.23333333,11/18/1944,97.23333333,89 FS
USA,CELEBES ISLANDS,LOLOBATA,1.25,128.1166667,9/13/1944,128.1166667,394 BS
USA,BURMA,BHAMO,24.25,97.23333333,9/23/1944,97.23333333,90 FS
USA,BURMA,MYITKYINA,25.383611,97.351667,3/2/1943,97.351667,IATF (490/491/22 BS)
USA,PHILIPPINE ISLANDS,MARIKINA RIVER,14.66666667,121.0833333,3/30/1945,121.0833333,341 FS
USA,PHILIPPINE ISLANDS,NEGROS ISLAND,10,123,5/31/1945,123,44 FS
USA,BURMA,KABWET,22.75,95.91666667,1/29/1945,95.91666667,82 BS
USA,JAPAN,TSUSHIMA SEA,33.3,129.1333333,8/11/1945,129.1333333,63 BS
USA,PHILIPPINE ISLANDS,FORT STOTSENBUR,15.16666667,120.5,2/26/1945,120.5,460 FS
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,5/3/1944,152.2,360 BG
USA,PALAU ISLANDS,PELELIU ISLAND,7,134.2333333,6/12/1944,134.2333333,64 BS
USA,FORMOSA AND RYUKYU ISLANDS,TAKAO,22.63333333,120.2833333,2/25/1945,120.2833333,400 BS
USA,SOLOMON ISLANDS,SATTELBERG,-6.116666667,155.2666667,11/23/1943,155.2666667,89 S
USA,BISMARK ARCHIPELAGO,RABAUL,-4.2,152.2,5/18/1944,152.2,64 BS
USA,BURMA,HOPIN,24.98333333,96.53333333,7/23/1944,96.53333333,20 FS
USA,NEW GUINEA,WAIROPE BRIDGE,-8.933333333,148.05,10/3/1942,148.05,38 BG
USA,BURMA,HSENWI,23.3,97.96666667,11/11/1944,97.96666667,90 FS
USA,NEW GUINEA,MANOKWARI,-0.833333333,134.0833333,11/21/1943,134.0833333,528 BS
